stage_id,h2_q1,h2_q1_ev,h2_q2,h2_q2_ev,h2_q3,h2_q3_ev,q1_agree,q2_agree,q3_agree,pass2_used,h2_status,final_class,final_basis,title,year,venue,search_id
S3572,no,Large Language Models (LLMs),yes,integrating an intelligent information assistant within LLMs,no,natural language processing,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_BC_PENDING (q2+q3 yes, q1 no/unsure)",AssistRAG: Boosting the Potential of Large Language Models with an Intelligent Information Assistant,2024,arXiv,AX_q3
S3605,yes,implementing them on-device has become essential for privacy and responsiveness,yes,integrates them throughout the RAG pipeline,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),From Volume to Value: Preference-Aligned Memory Construction for On-Device RAG,2026,arXiv,AX_q3
S4013,no,"models must reason over spatial scale, geographic structures, and multispectral indices while maintaining coherent multi-step logic",yes,OpenEarthAgent establishes a cohesive agentic architecture built around a unified executable tool registry and trajectory-based policy learning,yes,"disaster domains and incorporating GIS operations alongside index analyses such as NDVI, NBR, and NDBI",,,,False,RESOLVED_TRIPLE_PASS,INCLUDE_partial_BC_PENDING,"partial_BC_PENDING (q2+q3 yes, q1 no/unsure)",OpenEarthAgent: A Unified Framework for Tool-Augmented Geospatial Agents,2026,arXiv,AX_q3
S4931,no,"Retrieval-Augmented Large Language Models (LLMs), which incorporate the non-parametric knowledge from external knowledge bases into LLMs",yes,"we propose a novel adaptive QA framework, that can dynamically select the most suitable strategy for (retrieval-augmented) LLMs from the simplest to the most sophisticated ones based on the query complexity",no,Question-Answering (QA) tasks in open-domain,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity,2024,arXiv,AX_q3
S10095,yes,Small Language Models (SLMs) as resource-efficient alternatives to Large Language Models (LLMs),no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",SLMQuant:Benchmarking Small Language Model Quantization for Practical Deployment,2025,arXiv,AX_q5
S10113,yes,compression of large language models (LLMs) has emerged as an important problem to enable language model deployment on resource-constrained devices,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Foundations of Large Language Model Compression -- Part 1: Weight Quantization,2024,arXiv,AX_q5
S10116,yes,training an SLM named HARE-1.1B,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)","HARE: HumAn pRiors, a key to small language model Efficiency",2024,arXiv,AX_q5
S10146,yes,Quantized large language models (LLMs) have gained increasing attention and significance for enabling deployment in resource-constrained environments.,no,,no,quantized large language models (LLMs) have gained increasing attention and significance for enabling deployment in resource-constrained environments.,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Q-resafe: Assessing Safety Risks and Quantization-aware Safety Patching for Quantized Large Language Models,2025,arXiv,AX_q5
S10151,yes,developing efficient Small Language Models (SLMs) and Multimodal Small Language Models (MSLMs),no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",InfiR : Crafting Effective Small Language Models and Multimodal Small Language Models in Reasoning,2025,arXiv,AX_q5
S10174,yes,boosting the capabilities of smaller models through knowledge distillation (KD) from these powerful yet black-box teachers,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Knowledge Distillation of Black-Box Large Language Models,2024,arXiv,AX_q5
S10182,yes,we focus on what matters for training small-scale MLLMs through knowledge distillation,no,single model call being described loosely,no,Multimodal Large Language Models (MLLMs) has showcased their remarkable potential for achieving generalized intelligence by integrating visual understanding into Large Language Models,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),LLAVADI: What Matters For Multimodal Large Language Models Distillation,2024,arXiv,AX_q5
S10212,yes,Knowledge distillation (KD) is an effective model compression method that can transfer the internal capabilities of large language models (LLMs) to smaller ones.,no,no verbatim quote supports multi-agent architecture or orchestration,no,"no verbatim quote mentions civilian disaster, emergency, or conflict",True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Enhancing Knowledge Distillation of Large Language Models through Efficient Multi-Modal Distribution Alignment,2024,arXiv,AX_q5
S10220,yes,serving Qwen2.5-72B on a single RTX 3090 with 83.85	extbackslash	extpercent GSM8K accuracy,no,no verbatim quote supporting multi-agent architecture,no,no verbatim quote supporting civilian disaster/emergency/conflict domain,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",BPDQ: Bit-Plane Decomposition Quantization on a Variable Grid for Large Language Models,2026,arXiv,AX_q5
S10229,yes,a family of French-specialized SLMs,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Luth: Efficient French Specialization for Small Language Models and Cross-Lingual Transfer,2025,arXiv,AX_q5
S10249,yes,"Small Language Models (SLMs) are attractive for cost-sensitive and resource-limited settings due to their efficient, low-latency inference.",yes,"FutureMind introduces a dynamic reasoning pipeline composed of four key modules: Problem Analysis, Logical Reasoning, Strategy Planning, and Retrieval Guidance.",no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_BC_PENDING (q2+q3 yes, q1 no/unsure)",FutureMind: Equipping Small Language Models with Strategic Thinking-Pattern Priors via Adaptive Knowledge Distillation,2026,arXiv,AX_q5
S10257,yes,"Small language models (SLMs), despite their widespread adoption in modern smart devices",no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 no, q2 no)","Small Language Models: Survey, Measurements, and Insights",2024,arXiv,AX_q5
S10266,yes,lightweight binarization framework that achieves effective W(1+1)A4 quantization through a novel three-stage quantization strategy,no,,no,Deploying large language models (LLMs) in resource-constrained environments is hindered by heavy computational and memory requirements,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",LBLLM: Lightweight Binarization of Large Language Models via Three-Stage Distillation,2026,arXiv,AX_q5
S10269,yes,"Small Language models (SLMs) offer an efficient and accessible alternative to Large Language Models (LLMs), delivering strong performance while using far fewer resources.",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Where to Begin: Efficient Pretraining via Subnetwork Selection and Distillation,2025,arXiv,AX_q5
S10276,no,LLMs containing hundreds of billions of weight parameters,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Radio: Rate-Distortion Optimization for Large Language Model Compression,2025,arXiv,AX_q5
S10278,yes,"Mini-GPTs via contextual pruning, focusing on retaining core functionalities while drastically reducing model sizes.",no,,no,"including US law, Medical Q&A, Skyrim dialogue, English-Taiwanese translation, and Economics articles",True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Mini-GPTs: Efficient Large Language Models through Contextual Pruning,2023,arXiv,AX_q5
S10291,yes,"GPTQ-based quantization, low-rank adaptation (LoRA), and a specialized data distillation process to significantly reduce model size and complexity",no,,no,LLMs enable advanced natural language processing but face deployment challenges on resource-constrained edge devices,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Advancing Model Refinement: Muon-Optimized Distillation and Quantization for LLM Deployment,2026,arXiv,AX_q5
S10371,yes,quantized Large Language Models (LLMs),no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",QUICK: Quantization-aware Interleaving and Conflict-free Kernel for efficient LLM inference,2024,arXiv,AX_q5
S10373,yes,"QUAD (Quantization with Activation Decomposition), a framework leveraging Singular Value Decomposition (SVD) to suppress activation outliers for effective 4-bit quantization.",no,LLMs excel in diverse applications but suffer inefficiency due to massive scale.,no,LLMs excel in diverse applications but suffer inefficiency due to massive scale.,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),QUAD: Quantization and Parameter-Efficient Tuning of LLM with Activation Decomposition,2025,arXiv,AX_q5
S10391,yes,Multimodal Small Language Models (MSLMs) and propose an efficient multimodal assistant named Mipha,no,no verbatim quote supporting multi-agent architecture,no,no verbatim quote indicating civilian disaster or emergency context,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Mipha: A Comprehensive Overhaul of Multimodal Assistant with Small Language Models,2024,arXiv,AX_q5
S10392,yes,small language models (SLMs) facilitate efficient and private local inference,yes,an SLM learns to proactively decide how to request an LLM during multi-step reasoning,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Learning to Seek Help: Dynamic Collaboration Between Small and Large Language Models,2026,arXiv,AX_q5
S10418,yes,"we introduce MiniCPM, specifically the 1.2B and 2.4B non-embedding parameter variants",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",MiniCPM: Unveiling the Potential of Small Language Models with Scalable Training Strategies,2024,arXiv,AX_q5
S10435,yes,post-training quantization (PTQ) techniques designed to optimize the inference efficiency of LLMs by the end-user,no,,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",Resource-Efficient Language Models: Quantization for Fast and Accessible Inference,2025,arXiv,AX_q5
S10444,yes,Quantization for Efficient Fine-Tuning (QEFT)... using fewer resources.,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),QEFT: Quantization for Efficient Fine-Tuning of LLMs,2024,arXiv,AX_q5
S10508,yes,"Our method introduces an extremely compact student model architecture, significantly smaller than conventional multilingual models.",no,no verbatim quote matches this criterion,no,no verbatim quote matches this criterion,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",AfroXLMR-Comet: Multilingual Knowledge Distillation with Attention Matching for Low-Resource languages,2025,arXiv,AX_q5
S10515,yes,"EffGen, an open-source agentic framework optimized for small language models (SLMs)",yes,Enhanced tool-calling with prompt optimization that compresses input prompts by up to 70-80% (and 57% on average across our benchmarks) while preserving task semantics,no,,,,,False,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),EffGen: Enabling Small Language Models as Capable Autonomous Agents,2026,arXiv,AX_q5
S10568,yes,sub-4-bit LLMs via Self-Distillation,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",BitDistiller: Unleashing the Potential of Sub-4-Bit LLMs via Self-Distillation,2024,arXiv,AX_q5
S10717,yes,high-performance small models that can operate efficiently at the edge,no,no verbatim quote supporting multi-agent architecture,no,no verbatim quote supporting civilian disaster/emergency/conflict domain,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Revealing the Power of Post-Training for Small Language Models via Knowledge Distillation,2025,arXiv,AX_q5
S10799,yes,"132M-parameter transformer trained natively with ternary quantization {-1, 0, +1}",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",TernaryLM: Memory-Efficient Language Modeling via Native 1.5-Bit Quantization with Adaptive Layer-wise Scaling,2026,arXiv,AX_q5
S10825,yes,BlueLM-V-3B features a language model with 2.7B parameters and a vision encoder with 400M parameters.,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",BlueLM-V-3B: Algorithm and System Co-Design for Multimodal Large Language Models on Mobile Devices,2024,arXiv,AX_q5
S10833,yes,"We introduce UniQL, a unified post-training quantization and low-rank compression framework with on-device configurable pruning rates for edge LLMs.",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",UniQL: Unified Quantization and Low-rank Compression for Adaptive Edge LLMs,2025,arXiv,AX_q5
S10862,yes,"Quantization of Large Language Models (LLMs) has recently gained popularity, particularly for on-device settings with limited hardware resources.",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",DecDEC: A Systems Approach to Advancing Low-Bit LLM Quantization,2024,arXiv,AX_q5
S10958,yes,SDQ (Sparse Decomposed Quantization) to exploit both structured sparsity and quantization to achieve both high compute and memory efficiency,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",SDQ: Sparse Decomposed Quantization for LLM Inference,2024,arXiv,AX_q5
S11006,yes,wavelet-enhanced high-fidelity 1-bit post-training quantization method for Large Language Models (LLMs).,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),HBLLM: Wavelet-Enhanced High-Fidelity 1-Bit Quantization for LLMs,2025,arXiv,AX_q5
S11009,yes,"Quantization-Aware Training from scratch has emerged as a promising approach for building efficient large language models (LLMs) with extremely low-bit weights (sub 2-bit), which can offer substantial advantages for edge deployment.",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),pQuant: Towards Effective Low-Bit Language Models via Decoupled Linear Quantization-Aware Training,2026,arXiv,AX_q5
S11044,no,"While quantization to 8 or 4 bits mitigates this, sub-3-bit methods face severe accuracy, scalability, and efficiency degradation.",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),CCQ: Convolutional Code for Extreme Low-bit Quantization in LLMs,2025,arXiv,AX_q5
S11076,yes,"Adaptive mixed precision quantization mechanism that balances memory, latency, and accuracy in edge deployment",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),APreQEL: Adaptive Mixed Precision Quantization For Edge LLMs,2026,arXiv,AX_q5
S11099,yes,Parameter quantization for Large Language Models (LLMs) has attracted increasing attentions recently in reducing memory costs and improving computational efficiency.,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",CLAQ: Pushing the Limits of Low-Bit Post-Training Quantization for LLMs,2024,arXiv,AX_q5
S11138,yes,finetuning LLMs with 65B parameters in 2/3/4-bit precision on as little as one 24GB GPU,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",ModuLoRA: Finetuning 2-Bit LLMs on Consumer GPUs by Integrating with Modular Quantizers,2023,arXiv,AX_q5
S11205,yes,"Small Language Models (SLMs, or on-device LMs) have significantly fewer parameters than Large Language Models (LLMs).",no,This paper addresses these two requirements by proposing a training-free token embedding compression approach using Tensor-Train Decomposition (TTD).,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",TensorSLM: Energy-efficient Embedding Compression of Sub-billion Parameter Language Models on Low-end Devices,2025,arXiv,AX_q5
S11404,yes,accurate and efficient Small Language Models (SLMs) for resource constrained devices,no,"LLMs do not suit well for scenarios that require on-device processing, energy efficiency, low memory footprint, and response efficiency",no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),MobiLlama: Towards Accurate and Lightweight Fully Transparent GPT,2024,arXiv,AX_q5
S11479,yes,"quantization-based optimization techniques to enable high-throughput, energy-efficient execution of LLMs on low-power embedded systems",no,,no,,True,False,False,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",LLMPi: Optimizing LLMs for High-Throughput on Raspberry Pi,2025,arXiv,AX_q5
S11521,yes,pretraining of low-bitwidth models specifically Ternary Language Models (TriLMs) as an alternative to traditional floating-point models (FloatLMs) and their post-training quantized versions (QuantLMs),no,"LLM inference, post-training quantization, and model pretraining",no,"LLM inference, post-training quantization, and model pretraining",True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),Spectra: Surprising Effectiveness of Pretraining Ternary Language Models at Scale,2024,arXiv,AX_q5
S11535,yes,"Making large language models (LLMs) more efficient in memory, latency, and serving cost is crucial for edge deployment, interactive applications, and sustainable inference at scale.",no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",COMPACT: Common-token Optimized Model Pruning Across Channels and Tokens,2025,arXiv,AX_q5
S11576,yes,on-device LLM fine-tuning that eliminates the need for floating-point operations in both inference and training,no,,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",GSQ-Tuning: Group-Shared Exponents Integer in Fully Quantized Training for LLMs On-Device Fine-tuning,2025,arXiv,AX_q5
S11778,no,LLMs of varying sizes despite its practical significance,no,,no,"deploying multiple, different-sized LLMs",True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),"Any-Precision LLM: Low-Cost Deployment of Multiple, Different-Sized LLMs",2024,arXiv,AX_q5
S11929,yes,"compact LLMs, including TinyLLaMA, Gemma3.1B, Llama3.2-1B, and DeepSeek-r1-1.5B, using aggressive quantization techniques and strict memory constraints",no,LLMs offer remarkable capabilities in natural language understanding and generation,no,LLMs offer remarkable capabilities in natural language understanding and generation,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,"partial_AC (q1+q3 yes, q2 no)",EdgeProfiler: A Fast Profiling Framework for Lightweight LLMs on Edge Using Analytical Model,2025,arXiv,AX_q5
S12193,yes,Selective neuron loading and computation for on-device LLMs,no,LLM inference on edge devices through selective neuron loading and computation,no,,True,True,True,True,RESOLVED_TRIPLE_PASS,EXCLUDE,EXCLUDE (q3 no),SelectInfer: Selective Neuron Loading and Computation for On-Device LLMs,2026,arXiv,AX_q5
S0799,no,large language model,yes,A deterministic multi-agent orchestration framework was developed,yes,prehospital triage of elderly fall patients,True,True,True,True,RESOLVED_TRIPLE_PASS,INCLUDE_partial_BC_PENDING,"partial_BC_PENDING (q2+q3 yes, q1 no/unsure)",TriageSim: An Agentic Multi-Agent Framework for Safety-Critical Evaluation of LLM Clinical Reasoning in Elderly Fall Triage,2026,KTH Publication Database DiVA (KTH Royal Institute of Technology),OA_q29|OA_q33|OA_q48
