stage_id,title,search_id,audit_lane,q1_class,q2_arch,q3_domain,decision_basis,flag_slm_title,flag_dom_title,priority,human_should_be,human_rationale
S0442,Conclusion,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The abstract describes a futuristic network ecosystem without any specific disaster, emergency response, conflict, or crisis setting. It focuses on general technological advancements and does not meet the critical mandatory rule for Axis C."
S0445,"18th International Conference on Multi-disciplinary Trends in Artificial Intelligence, MIWAI 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers in this conference do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They cover a wide range of AI applications in various domains such as remote sensing, multi-agent learning, flood forecasting, and more, which do not align with the required Axis C setting."
S0446,"30th Argentine Congress of Computer Science, CACIC 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They cover a wide range of topics including emergency departments, synthetic data generation, cattle dehydration detection, and more, but none of these are directly related to the context of disaster or conflict settings as required by the review."
S0449,Evaluation of Large Language Models for Peer Review in Transplantation Research: Algorithm Validation Study,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It evaluates large language models for peer review in the field of organ transplantation research, which is not aligned with the required domain for the review."
S0475,Development and validation of an artificial intelligence proof-of-concept tool for risk-based quality assessment of generic medicines: a South African case study,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the development and validation of an AI-driven tool for the regulatory assessment of generic medicines in South Africa and other African countries. This is not aligned with the critical mandatory rule for the review."
S0453,"12th Annual International Conference on Information Management and Big Data, SIMBig 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on Information Management and Big Data, and while some papers may have potential relevance to disaster or conflict settings, the abstracts provided do not clearly indicate that any of the papers are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The majority of the topics are related to general data management, optimization, and machine learning techniques without specific application to disaster or conflict scenarios."
S0455,LIR3 AG: A Lightweight Rerank Reasoning Strategy Framework for Retrieval-Augmented Generation,SCOPUS_S2,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on the architecture of reasoning strategies in RAG systems, which does not directly address the use of small or edge language models in disaster or conflict settings. It also does not provide a clear application in emergency response or civilian conflict scenarios, thus failing the Axis C requirement."
S0458,"30th Pacific-Asia Conference on Knowledge Discovery and Data Mining, PAKDD 2026",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),True,False,False,correct_OUT,"The conference proceedings focus on Knowledge Discovery and Data Mining, with topics such as time series forecasting, resource allocation, and graph learning. None of these topics are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting, and there is no mention of small or edge language models. Therefore, the papers do not meet the inclusion criteria for the review."
S0462,"3rd International Conference on Recent Advancements in Artificial Intelligence, ICRAAI 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They cover a wide range of topics including intrusion detection, medical image reconstruction, secure framework for autonomous systems, voice support for inarticulate individuals, image creation, data encryption, mood-based activity recommender, earthquake forecasting, customer churn, urban growth prediction, reinforcement techniques, deepfake detection, fuzzy sentiment classification, fall detection, hate speech detection, multi-agent systems, movie recommendation, lightning condition adaptation, sign language translation, and diabetes risk prediction. None of these topics are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting."
S0463,Eco-FinOps: a causal-agentic framework for energy-efficient and explainable cloud cost optimization,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses cloud cost optimization in a general business context, which does not meet the Axis C requirement."
S0464,"International Conference on Computing, Communication, Cybersecurity and AI, C3AI 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers do not focus on disaster, conflict, or emergency response settings, and most are off-topic. The only potentially relevant paper is 'Agentic AI for Emergency Response and Comparative Analysis of SmolAgents, LangGraph, AutoGen, Agno AGI and CrewAI for Crisis Solution', but it does not clearly state the model size or type, making it a partial match."
S0465,"3rd International Conference on Applied Algorithms, ICAA 2026",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on applied algorithms and various computational techniques, but none of the listed topics are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The topics are diverse and include areas such as algorithmic optimizations, machine learning, and artificial intelligence, but they do not meet the critical mandatory rule for Axis C."
S0345,Leveraging Large Language Models for Agent-Based Simulation of Human-Water System Interactions,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the use of large language models in agent-based simulations of human-water system interactions, which is not directly related to the context of disaster or conflict settings."
S0468,"BuildSafe: a generative AI framework for joint construction safety, permit, and community-impact reasoning from linked NYC DOB-OSHA-311 data",SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on routine administrative text permit filings, incident narratives, and citizen complaints, which do not meet the requirement of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve the use of a language model for emergency guidance in such settings."
S0469,"14th Computing Conference, CC 2026",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,auto_correction: duplicate record or missing disaster domain
S0470,"3rd International Conference on Artificial Intelligence: Theory and Applications, AITA 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on various applications of AI and machine learning in different domains such as insurance, healthcare, finance, and more. None of the papers are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. Therefore, they fail the Axis C guardrail."
S0471,"20th International Workshop on Security, IWSEC 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference focuses on security and does not address disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. The papers are about various security topics such as cryptography, blockchain, and cyber threats, which do not align with the inclusion criteria for the systematic review."
S0472,EGENT: AN AUTONOMOUS AGENT FOR EQUIVALENT WIDTH MEASUREMENT,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on an autonomous agent for equivalent width measurement using a large language model, but it does not describe the application in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is primarily about software development and does not meet the critical mandatory rule for Axis C."
S0473,"5th International Conference on Modelling, Computation and Optimization in Information Systems and Management Sciences, MCO 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on Modelling, Computation and Optimization in Information Systems and Management Sciences, which does not align with the disaster, conflict, or emergency response setting required by the review. Additionally, the papers do not involve small or edge language models, and the topics are not related to the application of such models in disaster or conflict settings."
S0474,"22nd Pacific Rim International Conference on Artificial Intelligence, PRICAI 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers in this conference proceedings do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They cover a wide range of AI topics including skin cancer classification, traffic prediction, game-theoretic benchmarks, and more, which do not align with the required Axis C setting."
S0498,Prediction of Public Opinion Event Types Combining Retrieval-Augmented Generation and Large Language Models,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on public opinion event prediction in social governance and enterprise management, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. It also does not involve small or edge language models, but rather large language models. Therefore, it fails both Axis A and Axis C."
S0476,Harnessing AI Agents to Advance Research on Refugee Child Mental Health,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses refugee child mental health in a broader humanitarian context but does not provide a specific disaster or conflict scenario. Additionally, the models used are not described as small, edge, or on-device language models, and the focus is on accuracy of answer relevance rather than a specific application in a disaster or conflict setting."
S0478,"Proceedings - 2026 IEEE Cloud Summit, Cloud-Summit 2026",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The proceedings do not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The topics discussed are related to cloud computing, federated learning, security, and data management, which do not align with the required Axis C criteria."
S0480,"4th International IoT, Electronics and Mechatronics Conference, IEMTRONICS 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0481,"2026 32nd International Conference on Telecommunications, ICT 2026",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The abstract does not mention any papers that are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The topics discussed are related to 6G networks, open radio access networks, and other telecommunications technologies, which do not align with the required setting for the review."
S0482,"20th International Multidisciplinary Congress on Science and Technology, CIT 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They cover a wide range of topics including military hierarchy, cancer mortality, cybersecurity, urban crime patterns, and psychosocial risks, which do not align with the inclusion criteria for the review."
S0483,"2026 International Conference on Smart Applications, Communications and Networking, SmartNets 2026",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The abstract does not mention any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The focus is on various technical topics such as quantum key distribution, automated summarization, blockchain, network research, and security. These topics do not align with the required Axis C setting."
S0485,Multi-Agent Architecture for Automated Patient Intake and Triage: A Comprehensive Framework for AI-Enhanced Clinical Decision Support,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,auto_correction: duplicate record or missing disaster domain
S0524,AHA - Predicting What Matters Next: Online Highlight Detection Without Looking Ahead,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on real-time understanding of video streams for applications like disaster response robots, but it does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve a language model, which is a requirement for the review. Therefore, it fails both Axis A and Axis C."
S0488,"25th International Conference on Algorithms and Architectures for Parallel Processing, ICA3PP 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on algorithms and architectures for parallel processing, which do not align with the disaster, conflict, or emergency response settings required by the review. Additionally, none of the papers mention the use of small or edge language models."
S0490,"26th International Conference on Product-Focused Software Process Improvement, PROFES 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,True,False,correct_OUT,"The conference proceedings focus on software process improvement and various software engineering topics. None of the abstracts mention a disaster, emergency response, mass casualty, or civilian conflict setting, and the papers do not discuss small or edge language models for offline emergency guidance. The content is primarily related to software development, testing, and industrial applications, which do not align with the inclusion criteria."
S0491,"20th International Conference on Risks and Security of Internet and Systems, CRiSIS 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,True,False,correct_OUT,"The abstract does not mention any papers that are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The focus is on security, privacy, and cybersecurity in various systems and networks, which do not align with the inclusion criteria for the review."
S0492,"12th Multidisciplinary International Social Networks Conference, MISNC 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on social networks and various applications of AI, but none of the abstracts mention a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The papers are primarily about social networks, education, business, and cybersecurity, which do not align with the required Axis C criteria."
S0493,Enhancing Port Security: A Dual-Stage Multimodal Agent for Reducing False Alarms in Human–Vehicle Interaction Detection,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on port security and reducing false alarms in human-vehicle interaction detection, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, it does not involve a small or edge language model, but rather a multimodal agent and YOLOv8 detector."
S0494,Cooperative collision avoidance decision-making for intelligent ships in intersection waters driven by enhanced large language models | 增强大语言模型驱动的交汇水域 多船协同避碰决策,SCOPUS_S2,strict,no,no,no,E1 non-English title/abstract,False,False,False,correct_OUT,"The paper focuses on intelligent ship collision avoidance in maritime settings, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, the paper does not discuss small or edge language models, but rather enhanced large language models, making it off-topic for the review."
S0497,MindFuse: Towards GenAI Explainability in Marketing Strategy Co-Creation,AX_q5|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on marketing strategy co-creation and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It also does not involve small or edge language models for offline emergency guidance."
S0541,GMAgent: A Graph-oriented Multi-agent Collaboration Framework for Text-attributed Graph Analysis,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a multi-agent collaboration framework for graph analysis using GNNs and LLMs, but it does not specify a disaster, conflict, or emergency response setting. The application of such a framework could potentially be relevant in disaster or conflict settings, but the paper itself does not provide this context."
S0503,"Large Language Models in Animal Healthcare: Survey, Challenges, and Future Directions",SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on animal healthcare, which does not align with the disaster, conflict, or emergency response settings required by the review. It also does not involve small or edge language models, but rather large language models used in a different domain."
S0508,Long-Tail Crisis in Nearest Neighbor Language Models,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses a retrieval-augmented language model and its performance on low-frequency tokens, which is not directly related to the application of small or edge language models in disaster or conflict settings."
S0509,Empathetic AI for Mental Health: A Comparative Study of Retrieval-Augmented Language Models in CBT Applications,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The study focuses on mental health applications, which do not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review's Axis C. Additionally, while it involves language models, it does not specifically address small or edge models, nor does it compare large vs small models as required by Axis A."
S0511,Enhancing Flood Prediction Reliability with RAFT-VLLM: A Retrieval Augmented and Fine-Tuned VLLM Approach for Geospatial Analysis,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on enhancing flood prediction reliability using a VLLM approach, which does not fit the disaster/emergency response setting. It is also not directly related to small or edge language models for offline emergency guidance in disaster and conflict settings."
S0513,MindHaven: Retrieval-Augmented Large Language Models for AI-Powered Mental Health Support,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a large language model (LLM) for mental health support, which does not meet the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also off-topic as it does not address small or edge language models for offline emergency guidance."
S0514,Unveiling the Butterfly Effect in Knowledge Editing for Large Language Models Using Knowledge Graph-based Analysis,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on large language models and their knowledge editing, but it does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is purely theoretical and does not meet the Axis C requirement."
S0516,A Strategic Coordination Framework of Small LMs Matches Large LMs in Data Synthesis,AX_q2|SCOPUS_S2,strict,yes,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0431,LLM-Augmented Sensor Fusion for Urban Socioeconomic Monitoring: A Cyber–Physical–Social Systems Perspective,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses socioeconomic monitoring in urban areas, which is not directly related to the specific contexts of disasters or conflicts."
S0528,Generative AI: Unlocking the Next Chapter in Healthcare,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the broader application of AI in healthcare, including emergency room triage, which is not specific to a disaster or conflict context."
S0531,A real-time decision-making method for USV swarm area coverage empowered by large language models | 大模型赋能的无人艇集群区域覆盖 实时决策方法,SCOPUS_S2,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,True,False,correct_OUT,"The paper focuses on the use of large language models (LLMs) for task planning and decision-making in unmanned surface vehicle (USV) swarms, which is not directly set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the use of LLMs for autonomous task allocation and real-time adaptation in maritime operations, which does not meet the critical mandatory rule for the review's context."
S0532,"2025 IEEE 7th International Conference on BioInspired Processing, BIP 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They are primarily about medical image analysis, gene expression, and AI techniques for natural phenomena, which do not align with the review's focus on small and edge language models for offline emergency guidance."
S0535,"Bigger, Regularized, Categorical: High-Capacity Value Functions are Efficient Multi-Task Learners",SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on value-based reinforcement learning and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not discuss small or edge language models, but rather large models in a single-task context. Therefore, it fails both Axis A and Axis C."
S0536,CREW-Wildfire: Benchmarking Agentic Multi-Agent Collaborations at Scale,AX_q3|SCOPUS_S2,strict,no,no,no,"E6 wargame/military-tactical central, no humanitarian component",False,True,False,correct_OUT,"The paper focuses on benchmarking multi-agent systems and does not centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the CREW-Wildfire benchmark for evaluating multi-agent systems in complex, dynamic environments but does not apply this in a disaster or conflict context."
S0537,Adaptive path planning for unmanned surface vehicle swarms driven by large language models | 大模型驱动的 USV 集群 自适应路径规划方法,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0540,"25th International Conference on Computational Science, ICCS 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on computational science and do not include any papers that are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The topics are related to computational methods in various fields such as bioinformatics, engineering, and economics, but none of them meet the criteria for the review's domain."
S0568,LENS: Layers of Evaluation of Hallucination in GenAI Systems,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on evaluating hallucinations in large language models and vision-language models, which is not centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the limitations of current evaluation frameworks and introduces a new framework called LENS for evaluating hallucinations in generative AI systems. While it touches on the importance of accuracy and reliability, it does not address the specific needs of disaster or conflict settings."
S0543,"29th Pacific-Asia Conference on Knowledge Discovery and Data Mining, PAKDD 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),True,False,False,correct_OUT,"The conference proceedings focus on Knowledge Discovery and Data Mining, including various machine learning and artificial intelligence techniques. However, none of the described papers are centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The topics are related to various data mining and machine learning applications but do not meet the Axis C requirement."
S0544,"27th RoboCup International Symposium, 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference focuses on RoboCup, which is not related to disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. The papers are about robotics and AI in a simulated soccer environment, which does not meet the Axis C requirement."
S0545,"22nd International Conference on Practical Applications of Agents and Multi-Agent Systems, PAAMS 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0548,"13th International Conference on Computational Data and Social Networks, CSoNet 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on computational data and social networks, which does not align with the disaster, emergency response, or conflict settings required by the review. Additionally, none of the topics mentioned involve small or edge language models for offline emergency guidance."
S0549,"35th Australasian Database Conference, ADC 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on database and related technologies, which do not align with the disaster, conflict, or emergency response settings required by the review. The topics are unrelated to small or edge language models for offline emergency guidance."
S0550,The Role of ChatGPT and AI Chatbots in Optimizing Antibiotic Therapy: A Comprehensive Narrative Review,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on AI chatbots and antibiotic stewardship, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review's inclusion criteria. Additionally, the paper does not discuss small or edge language models, which is a requirement for Axis A."
S0551,Efficient Caching Algorithm for Retrieval Augmented Generation Systems on Edge Devices | 边缘侧检索增强生成系统高效缓存算法研究,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on an efficient caching algorithm for RAG systems on edge devices, but it does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is purely about optimizing the performance of RAG systems on edge devices, which does not meet the Axis C requirement."
S0583,Digital Sovereignty Beyond the Cloud: An Edge AI Framework for Small Island Developing States,OA_q1,strict,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,INCLUDE_partial_AC,"The paper discusses edge AI systems in disaster contexts, specifically Small Island Developing States, which aligns with the disaster setting. However, it does not explicitly mention the use of language models or provide a detailed model size comparison, which are required for a full inclusion under Axis A."
S0555,AgentAuditor: Human-Level Safety and Security Evaluation for LLM Agents,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the evaluation of LLM-based agents' safety and security, which is not directly related to the application of small or edge language models in disaster or conflict settings."
S0556,"11th International Symposium on Computational Intelligence and Industrial Applications, ISCIIA 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers focus on various industrial and computational intelligence applications, none of which are set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. They are off-topic for the review."
S0558,"19th International Conference on Artificial Intelligence: Methodology, Systems, and Applications, AIMSA 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers do not focus on disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. They cover a wide range of AI applications in various fields such as economics, medicine, and security, which do not align with the required domain."
S0559,"2025 6th International Conference on Machine Learning and Computer Application, ICMLCA 2025",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses topics such as multimodal deep learning, anomaly detection, and edge computing, which are not directly related to the review's context."
S0560,Scalable Video Processing and Frame Analysis System for Automated Monitoring of Chicken Behavior Based on Artificial Intelligence Technologies,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the use of AI in poultry farming, which does not meet the criteria for a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve a small or edge language model for offline emergency guidance."
S0562,Effect of Strain Rate on Dynamic Compressive Properties of 3D Printing Concrete | 应变率对 3D 打印混凝土抗压性能的影响,SCOPUS_S2,strict,no,no,no,E1 non-English title/abstract,False,False,False,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain"
S0567,Images of the (Non-)human Future in the Big Data World,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the social imaginary and ethical reflections on the future images generated by different large language models, which does not align with the inclusion criteria for the review."
S0602,Small language models applied in text summarization task of health-related news to improve public health audit: an experimental case study,OA_q2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on text summarization of health-related news and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models for offline emergency guidance."
S0569,"23rd IFIP WG 8.5 International Conference on Electronic Government, EGOV 2024",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The conference proceedings focus on Electronic Government and related topics, but none of the abstracts mention a disaster, emergency response, mass casualty, or civilian conflict setting. The papers are also not centered on small or edge language models for offline emergency guidance."
S0570,Integrating GPT-Based AI into Virtual Patients to Facilitate Communication Training Among Medical First Responders: Usability Study of Mixed Reality Simulation,SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the integration of AI in virtual patient simulations for training medical first responders in communication skills, which is not directly related to the disaster or conflict settings required for the review."
S0571,"Proceedings - 2023 22nd IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2023",SCOPUS_S2,strict,no,no,no,E2 not a research document (front matter/TOC/editorial),False,False,False,correct_OUT,"The papers in this proceedings do not focus on disaster, conflict, or emergency response settings. They cover a wide range of topics including brain connectome, smart homes, security games, web content filtering, cyberwarriors detection, news visualization, routing emergency vehicles, water temperature forecasting, fairness in machine learning, and multi-behavior recommendation. None of these topics are centrally set in a disaster, emergency response, mass casualty, or civilian conflict setting."
