stage_id,source,search_id,title,year,q1_class,q2_arch,q3_domain,e1_nonenglish,e2_doctype,e3_fulltext,e4_largeonly,e5_no_lm,e6_wargame,e7_no_domain,provisional_class,decision_basis,evidence,screener,decision_ts,notes,dedup_status,human_should_be,human_rationale,reviewer,review_date
S8398,arxiv,AX_q3,"Morphological Computing as Logic Underlying Cognition in Human, Animal, and Intelligent Machine",2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'This work examines the interconnections between logic, epistemology, and sciences within the Naturalist tradition.'; q3: 'Thus, cognitive logic stems from the evolution of physical, chemical, and biological logic.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:26:25,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss any specific application in disaster or conflict settings. It is primarily theoretical and does not meet the criteria for inclusion in the systematic review.",,
S8139,arxiv,AX_q3,Object-centric proto-symbolic behavioural reasoning from pixels,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T09:02:44,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S6267,arxiv,AX_q3,Fine-grained Affective Processing Capabilities Emerging from Large Language Models,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'in particular generative pre-trained transformers (GPTs), show impressive results on a wide variety of language-related tasks.'; q3: 'which has important implications for various applications such as sentiment analysis, socially interactive agents, and social robotics.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T05:34:15,,canonical,correct_OUT,"The paper does not address any of the specified axes (Axis A, B, or C). It focuses on the capabilities of large language models in affective computing, which is not related to small or edge language models, specific architectures, or applications in disaster or conflict settings.",,
S11776,arxiv,AX_q5,Naturally Supervised 3D Visual Grounding with Language-Regularized Concept Learners,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We propose the Language-Regularized Concept Learner (LARC), which uses constraints from language as regularization to significantly improve the accuracy of neuro-symbolic concept learners in the naturally supervised setting.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T19:14:13,,canonical,correct_OUT,"The paper does not discuss any language models, small models, or edge devices. It focuses on 3D visual grounding and the use of language constraints for regularization, which is not related to the domain of disaster, emergency response, or conflict settings.",,
S6887,arxiv,AX_q3,NomicLaw: Emergent Trust and Strategic Argumentation in LLMs During Collaborative Law-Making,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'We introduce NomicLaw, a structured multi-agent simulation where LLMs engage in collaborative law-making, responding to complex legal vignettes by proposing rules, justifying them, and voting on peer proposals.' q3: 'Our results highlight the latent social reasoning and persuasive capabilities of ten open-source LLMs and provide insights into the design of future AI systems capable of autonomous negotiation, coordination and drafting legislation in legal settings.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T06:52:57,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S8314,arxiv,AX_q3,Artificial intelligence-driven antimicrobial peptide discovery,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Artificial intelligence-driven antimicrobial peptide discovery'; q3: 'Antimicrobial peptides (AMPs) emerge as promising agents against antimicrobial resistance, providing an alternative to conventional antibiotics.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:18:54,,canonical,correct_OUT,"The paper is purely off-topic as it focuses on antimicrobial peptide discovery using AI, which does not align with the review's focus on language models for emergency guidance in disaster and conflict settings.",,
S11619,arxiv,AX_q5,Adaptive RAN Slicing Control via Reward-Free Self-Finetuning Agents,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'The integration of Generative AI models into AI-native network systems offers a transformative path toward achieving autonomous and adaptive control.'; q3: 'We evaluate our approach on a dynamic Radio Access Network (RAN) slicing task, a challenging multi-objective control problem that requires the resolution of acute trade-offs between spectrum efficiency, service quality, and reconfiguration stability under volatile network conditions.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T18:58:44,,canonical,correct_OUT,"The paper focuses on adaptive control of AI-native network systems, specifically on self-finetuning agents for continuous control tasks. It does not address any small or edge language models, nor does it pertain to the disaster, emergency response, or conflict settings domains. Therefore, it is correctly excluded.",,
S10551,arxiv,AX_q5,SEEKR: Selective Attention-Guided Knowledge Retention for Continual Learning of Large Language Models,2024,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),q4: 'Continual learning (CL) is crucial for language models to dynamically adapt to the evolving real-world demands.',qwen2.5:7b_temp0_schema_v1,2026-09-10T15:31:43,,canonical,correct_OUT,"The paper focuses on continual learning and data replay strategies for large language models, which does not align with the specific domain (disaster, emergency response, conflict) or the use of small or edge models as required by the systematic review.",,
S5490,arxiv,AX_q3,Synchronization with prescribed transient behavior: Heterogeneous multi-agent systems under funnel coupling Extended arXiv version,2020,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T04:28:55,,canonical,correct_OUT,"The paper focuses on synchronization and control theory for multi-agent systems, which does not align with the domain of disaster, emergency response, or conflict settings (Axis C). It also does not discuss language models or their application in the specified domains (Axis A). The architecture (Axis B) is related to control systems and does not pertain to the use of language models.",,
S9091,arxiv,AX_q3,Adversarial Attacks in AI-Driven RAN Slicing: SLA Violations and Recovery,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Next-generation (NextG) cellular networks are designed to support emerging applications with diverse data rate and latency requirements, such as immersive multimedia services and large-scale Internet of Things deployments.'; q3: 'Our results indicate that budget-constrained adversarial jamming can induce severe and slice-dependent steady-state SLA violations.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:21:22,,canonical,correct_OUT,"The paper is purely off-topic and does not relate to the domain of disaster, emergency response, or conflict settings. It focuses on adversarial attacks in AI-driven RAN slicing, which is outside the scope of the systematic review.",,
S0100,ieee,IEEE_core|IEEE_supp,LLM-Assisted Reviewer Assignment via Auditable Expertise Matching,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We study an end-to-end, LLM-assisted reviewer–paper matching pipeline in which large language models are used primarily for affinity construction.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T17:32:46,,canonical,correct_OUT,"The paper does not discuss any models, architectures, or applications related to disaster, emergency response, or conflict settings. It focuses on an LLM-assisted reviewer assignment system for scalable peer review in computer science venues.",,
S8803,arxiv,AX_q3,SCRIBE: Structured Mid-Level Supervision for Tool-Using Language Models,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T12:56:08,,canonical,correct_OUT,"The paper focuses on a reinforcement learning framework for improving the performance of language models in tool-use scenarios, but it does not address small or edge language models, nor does it specifically target disaster or conflict settings. It is purely off-topic for the given systematic review.",,
S7720,arxiv,AX_q3,On the synchronization of coupled random walks and applications to social systems,2022,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:24:44,,canonical,correct_OUT,"The paper focuses on a model of opinion dynamics and consensus formation in social systems, specifically in the context of political strategies and misinformation. It does not involve any language models, does not address disaster or emergency response settings, and is purely theoretical. Therefore, it falls under the category of 'correct_OUT' as it is not relevant to the systematic review's scope.",,
S9116,arxiv,AX_q3,Do Large Language Models Understand Performance Optimization?,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Large Language Models (LLMs) have emerged as powerful tools for software development tasks such as code completion, translation, and optimization.'; q3: 'Our evaluation focused on key criteria such as execution time, correctness, and understanding of HPC-specific concepts.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:23:22,,canonical,correct_OUT,"The paper focuses on the performance optimization of code by large language models in the context of High-Performance Computing (HPC), which does not align with the disaster or emergency response domain (Axis C). Additionally, the paper does not discuss the use of small or edge language models, which are the focus of the systematic review.",,
S11188,arxiv,AX_q5,Enhancing Clinical Efficiency through LLM: Discharge Note Generation for Cardiac Patients,2024,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'This study directly addresses the inefficiencies and inaccuracies in creating discharge notes manually, particularly for cardiac patients, by employing AI techniques, specifically large language model (LLM).'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:30:14,,canonical,correct_OUT,"The paper focuses on the use of large language models (LLMs) for generating discharge notes in a clinical setting, which does not align with the specified domain (Axis C) of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. The model size (Axis A) is also not relevant to the context of the systematic review.",,
S4309,arxiv,AX_q3,It's About Time: Temporal References in Emergent Communication,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T02:49:41,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is focused on emergent communication and temporal references. It does not fit any of the required axes (A, B, or C).",,
S11624,arxiv,AX_q5,Perturbed examples reveal invariances shared by language models,2023,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),e4: '...whereas the invariances by large models are only shared by other large models.',qwen2.5:7b_temp0_schema_v1,2026-09-10T18:59:12,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss their application in disaster or conflict settings. It is primarily about a framework for comparing linguistic capabilities across different models, which is not aligned with the review's focus on small and edge LLMs for emergency guidance.",,
S9239,arxiv,AX_q3,Transformers for Image-Goal Navigation,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T13:34:23,,canonical,correct_OUT,"The paper focuses on visual perception and navigation using Transformers, which does not align with the criteria of Axis A (Small, edge, quantized, distilled, on-device LLM, or head-to-head comparison of Large vs. Small model) or Axis C (Disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings). It is purely off-topic for the given systematic review.",,
S8688,arxiv,AX_q3,Fine-Tuning Robot Policies While Maintaining User Privacy,2025,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,e5_no_lm: 'Our core idea is to equip each user with a unique key; this key is then used to mathematically transform the weights of the robot's network.',qwen2.5:7b_temp0_schema_v1,2026-09-10T12:46:04,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is focused on privacy-preserving methods for robot policies. It does not fit any of the axes A, B, or C.",,
S5021,arxiv,AX_q3,Leveraging Human Feedback to Evolve and Discover Novel Emergent Behaviors in Robot Swarms,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T03:49:27,,canonical,correct_OUT,"The paper focuses on robot swarms and does not address the use of language models or any of the specified domains (disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings). It is purely off-topic.",,
S11070,arxiv,AX_q5,Precision Where It Matters: A Novel Spike Aware Mixed-Precision Quantization Strategy for LLaMA-based Language Models,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'Our method leverages the observation that activation spikes in LLaMA architectures are predominantly concentrated in specific projection layers.',qwen2.5:7b_temp0_schema_v1,2026-09-10T16:19:18,,canonical,correct_OUT,"The paper focuses on quantization strategies for large language models, specifically LLaMA derivatives, and does not address small, edge, or quantized models as required by the review's criteria. It also does not discuss any specific application in disaster or emergency response settings, thus it falls under the category of 'correct_OUT'.",,
S7287,arxiv,AX_q3,Learning Nearly Decomposable Value Functions Via Communication Minimization,2019,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'Learning Nearly Decomposable Value Functions Via Communication Minimization'; q3: 'on the StarCraft unit micromanagement benchmark',qwen2.5:7b_temp0_schema_v1,2026-09-10T07:29:35,,canonical,correct_OUT,"The paper focuses on reinforcement learning in multi-agent systems and does not address the use of language models or any of the specified domains (disaster, emergency response, conflict). It is purely off-topic for the given systematic review.",,
S9940,arxiv,AX_q3,MeshMimic: Geometry-Aware Humanoid Motion Learning through 3D Scene Reconstruction,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"no language model involved; q3: 'Our approach proves that a low-cost pipeline utilizing only consumer-grade monocular sensors can facilitate the training of complex physical interactions, offering a scalable path toward the autonomous evolution of humanoid robots in unstructured environments.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:36:10,,canonical,correct_OUT,"The paper focuses on humanoid motion control and 3D scene reconstruction, which are not related to language models or emergency guidance in disaster or conflict settings. It does not meet any of the criteria defined in Axis A, B, or C.",,
S10393,arxiv,AX_q5,Distilling Reasoning Ability from Large Language Models with Adaptive Thinking,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'most existing cot-finetuning methods adopt a pre-thinking mechanism, allowing the SLM to generate a rationale before providing an answer.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T15:17:17,,canonical,correct_OUT,"The paper focuses on improving the performance of small language models (SLM) through a mechanism that enhances their reasoning ability, but it does not explicitly address the use of SLMs in disaster, emergency response, or conflict settings (Axis C). The primary focus is on the technical aspects of model distillation and reasoning mechanisms, which does not align with the domain of interest for the systematic review.",,
S1698,openalex,AX_q3|OA_q34,STALE: Can LLM Agents Know When Their Memories Are No Longer Valid?,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We identify a critical and underexplored failure mode, Implicit Conflict: a later observation invalidates an earlier memory without explicit negation, requiring contextual inference and commonsense reasoning to detect.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:56:22,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss models in disaster or conflict settings. It primarily deals with the capability of LLMs to handle and update their memory based on new evidence, which is more about the internal functioning of LLMs rather than their application in disaster or conflict settings.",,
S1283,openalex,AX_q3|OA_q32,PEMAND: Persona-Enriched Multi-Agent Negotiation for Household Decision-Making,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Existing studies primarily rely on classical machine learning models with limited predictive capacity, while recent LLM-based approaches have yet to incorporate behavioral theory or intra-household interaction dynamics, both of which are essential for modeling realistic household decisions.'; q3: 'Evaluated on national and regional household decision datasets across two major domains, including travel behavior and residential mobility.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:20:39,,canonical,correct_OUT,"The paper does not focus on small or edge language models, and it does not address the disaster or conflict settings specified in the review's domain. It primarily discusses a framework for household decision-making using LLMs, which is not aligned with the review's criteria.",,
S1955,openalex,OA_q34,LLMs as a partial social identity actors. Case Study of Pincha La Burbuja® Cyborg Max GPT,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'This article presents a critical perspective of Cyborg Max GPT, a custom GPT-4 conversational agent developed within the educommunicative project Pincha La Burbuja to analyse affective polarization in #Nakba discourse on X/Twitter.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:19:01,abstract truncated to 2500 chars,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss models in the context of disaster, emergency response, or conflict settings. It is primarily about the social and pedagogical implications of a custom GPT-4 conversational agent in analyzing affective polarization in a specific discourse context.",,
S2010,openalex,OA_q34,DuplexSpeechBench-IFEval: Evaluating Implicit Instruction Following in Full-Duplex Voice Agents,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'DuplexSpeechBench-IFEval: Evaluating Implicit Instruction Following in Full-Duplex Voice Agents'; q3: 'Across six real-time speech systems, we find architecture-dependent trade-offs.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:24:00,,canonical,correct_OUT,"The paper focuses on evaluating full-duplex voice agents and their behavior in real-time spoken interactions, particularly through benchmarks and tests. It does not address small or edge language models, nor does it pertain to disaster or conflict settings. Therefore, it is correctly excluded from the systematic review.",,
S9803,arxiv,AX_q3,Self-Correcting VLA: Online Action Refinement via Sparse World Imagination,2026,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:24:12,,canonical,correct_OUT,"The paper focuses on vision-language-action models for robotics and does not address small or edge language models, nor does it pertain to disaster or conflict settings. It is purely off-topic.",,
S3108,arxiv,AX_q3,FATHOMS-RAG: A Framework for the Assessment of Thinking and Observation in Multimodal Systems that use Retrieval Augmented Generation,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'evaluating a pipeline's ability to ingest, retrieve, and reason about several modalities of information'; q3: 'We find that closed-source pipelines significantly outperform open-source pipelines in both correctness and hallucination metrics'",qwen2.5:7b_temp0_schema_v1,2026-09-09T21:59:42,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S4901,arxiv,AX_q3,Achieving Equilibrium under Utility Heterogeneity: An Agent-Attention Framework for Multi-Agent Multi-Objective Reinforcement Learning,2025,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:39:23,,canonical,correct_OUT,"The paper focuses on multi-agent reinforcement learning and does not address small or edge language models, nor does it pertain to disaster or conflict settings. It is purely off-topic.",,
S6102,arxiv,AX_q3,"Highly Autonomous Cyber-Capable Agents: Anticipating Capabilities, Tactics, and Strategic Implications",2026,no,no,no,0.0,0.0,,0.0,0.0,1.0,1.0,OUT,"E6 wargame/military-tactical central, no humanitarian component",q6: 'military wargaming / combat effectiveness / tactical military operations is the central framing AND there is no civilian humanitarian or casualty-care guidance component.',qwen2.5:7b_temp0_schema_v1,2026-09-10T05:20:11,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is purely focused on the strategic and security implications of highly autonomous cyber-capable agents. It does not fit any of the axes A, B, or C.",,
S7788,arxiv,AX_q3,Rethinking Reinforcement Learning for Recommendation: A Prompt Perspective,2022,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...',qwen2.5:7b_temp0_schema_v1,2026-09-10T08:30:53,,canonical,correct_OUT,"The paper focuses on reinforcement learning for recommendation systems, which is not related to the disaster, emergency response, or conflict settings (Axis C). It also does not discuss the use of language models (LLM) in the context of the defined axes (Axis A). Therefore, it is correctly excluded.",,
S8733,arxiv,AX_q3,A Mathematical Theory of Value: a synthesis on goal-directed agency under resource constraints,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We derive a coding theorem of value, ΔG ≤ I(X;Y)'; q3: 'The stated continuation gate has since been run (pre-registered, frontier-model population): the coupled capacity-region prediction -- growth-gap law, coalition submodularity with an XOR synergy control, joint ceiling, Kelly selection -- is confirmed within its frozen bands on real agents; the mean-field residual law ∥Vg∥/γ found no domain (populations hold no goal dispersion) and is retired to its mathematical scope.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T12:49:57,,canonical,correct_OUT,"The paper focuses on a mathematical theory of value and does not discuss any language models, emergency guidance, or disaster/conflict settings. It is purely theoretical and off-topic for the systematic review.",,
S0120,ieee,IEEE_core|IEEE_supp,AI-Driven Framework for Adaptive Water Network Management with Proof-of-Concept Implementation: Addressing Non-Revenue Water in Jordan,2026,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'The system combines real-time data streams with physics-based simulation to detect anomalies, employing retrieval-augmented generation (RAG) for policy interpretation and function calling for network control.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T17:34:34,,canonical,correct_OUT,"The paper focuses on water network management and does not address the disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It also does not involve small, edge, quantized, distilled, on-device LLMs or head-to-head comparisons of large vs. small models (Axis A). The architecture (RAG for policy interpretation) is not directly related to the context of the systematic review.",,
S8741,arxiv,AX_q3,A Reinforcement Learning Benchmark for Autonomous Driving in Intersection Scenarios,2021,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T12:50:34,,canonical,correct_OUT,"The paper focuses on autonomous driving in intersection scenarios, which is not related to the disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). Additionally, it does not discuss any language models (Axis A) or the architecture related to LLMs (Axis B).",,
S3426,arxiv,AX_q3,LLM-Empowered Agentic AI for QoE-Aware Network Slicing Management in Industrial IoT,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'The Industrial Internet of Things (IIoT) requires networks that deliver ultra-low latency, high reliability, and cost efficiency, which traditional optimization methods and deep reinforcement learning (DRL)-based approaches struggle to provide under dynamic and heterogeneous workloads.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:29:43,,canonical,correct_OUT,"The paper focuses on the application of AI in Industrial Internet of Things (IIoT) for network slicing management, which does not align with the disaster, emergency response, or conflict settings (Axis C). Additionally, while it mentions large language models (LLMs), the primary focus is on network management and not on small or edge LLMs (Axis A). The architecture discussed is not related to agentic, RAG, multi-agent, tool-use, or state-machine pipeline (Axis B) in the context of disaster or conflict settings.",,
S8301,arxiv,AX_q3,Topology-Assisted Spatio-Temporal Pattern Disentangling for Scalable MARL in Large-scale Autonomous Traffic Control,2025,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"q5_no_lm: 'Furthermore, inspired by the Mixture of Experts (MoE) architecture in Large Language Models (LLMs), a topology-assisted spatial pattern disentangling (TSD)-enhanced MoE is proposed, which leverages topological signatures to decouple graph features for specialized processing, thus improving the model's ability to characterize dynamic and heterogeneous local observations.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:17:45,,canonical,correct_OUT,"The paper focuses on Intelligent Transportation Systems and Traffic Signal Control, which do not fall under the disaster, emergency response, or conflict settings (Axis C). Additionally, while it discusses Multi-Agent Reinforcement Learning (MARL), it does not specifically address Small or Edge Language Models (Axis A). The paper is purely off-topic for the given systematic review.",,
S7517,arxiv,AX_q3,Single-Loop Federated Actor-Critic across Heterogeneous Environments,2024,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:06:22,,canonical,correct_OUT,"The paper focuses on federated reinforcement learning and actor-critic algorithms, which are not related to language models or emergency guidance in disaster or conflict settings. It does not fit any of the required axes (A, B, or C).",,
S8302,arxiv,AX_q3,Pair Approximation Meets Reality: Diffusion of Innovation in Organizational Networks within the biased-independence q-Voter Model,2025,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,e5_no_lm: no language model is involved at all (pure agent-based modeling).,qwen2.5:7b_temp0_schema_v1,2026-09-10T09:17:50,,canonical,correct_OUT,"The paper does not involve any language models, small or otherwise, and is purely theoretical in nature, focusing on agent-based modeling and opinion dynamics. It does not fit any of the axes A, B, or C.",,
S5590,arxiv,AX_q3,Implementation of Autonomous Supply Chains for Digital Twinning: a Multi-Agent Approach,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T04:37:16,,canonical,correct_OUT,"The paper does not address the disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It focuses on autonomous supply chains, which is not directly related to the domain of the systematic review.",,
S1517,openalex,OA_q33,DiabetesIndia Abstracts 2025,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Artificial Intelligence (AI) is revolutionizing diabetes management by enhancing early diagnosis, optimizing treatment plans, and enabling real-time monitoring.'; q3: 'The study intends to evaluate the impact of Artificial Intelligence (AI) on diabetes clinical practice, particularly its role in facilitating early diagnosis, tailoring treatment, enabling real-time monitoring, and enhancing decision-making processes.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:40:22,abstract truncated to 2500 chars,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S10287,arxiv,AX_q5,D-COT: Disciplined Chain-of-Thought Learning for Efficient Reasoning in Small Language Models,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'D-COT, a novel framework that enforces a structured reasoning process using control tags -- such as <TEMP_LOW> for fact-checking and <TEMP_HIGH> for multi-perspective exploration -- as auxiliary scaffolding during training.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T15:07:42,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S6931,arxiv,AX_q3,Large deviations of a random walk model with emerging territories,2020,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We study an agent-based model of animals marking their territory and evading adversarial territory in one dimension, with respect to the distribution of the size of the resulting territories.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T06:57:05,,canonical,correct_OUT,"The paper does not involve language models, does not address disaster or emergency response settings, and is purely theoretical in nature, focusing on the distribution of territory sizes in a random walk model.",,
S9407,arxiv,AX_q3,Large Models of What? Mistaking Engineering Achievements for Human Linguistic Agency,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Language completeness assumes that a distinct and complete thing such as `a natural language' exists'; q3: 'We illustrate the point in particular through the phenomenon of `algospeak`, a recently described pattern of high stakes human language activity in heavily controlled online environments.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:49:03,,canonical,correct_OUT,"The paper does not discuss any models, architectures, or applications related to disaster or emergency settings. It focuses on philosophical and theoretical critiques of large language models, making it purely off-topic for the systematic review.",,
